acc,loss,val_acc,val_loss
0.32221999999046325,1.8264592066192626,0.43759999999999999,1.5510633834838867
0.46432000000953677,1.4736966995239258,0.52980000000000005,1.3282247703552246
0.5234000000286102,1.3210806084823608,0.57740000000000002,1.1811051979064942
0.56360000001907351,1.2227551300811768,0.59909999999999997,1.1236162143707276
0.59020000001907347,1.1489826724624634,0.61750000000000005,1.0733447063446044
0.61621999998092647,1.0816171189117432,0.6482,0.99044757614135737
0.6339200000762939,1.0317973352241516,0.66420000000000001,0.95304321098327638
0.6546600000953674,0.97841327423095703,0.6885,0.88937657184600827
0.66743999994277958,0.94244124301910404,0.69369999999999998,0.87148989601135252
0.67715999994277953,0.91346551891326899,0.70450000000000002,0.85132490997314458
0.68635999996185304,0.89218333845138553,0.70289999999999997,0.8481129277229309
0.69874000003814696,0.85508379442214966,0.69979999999999998,0.86502471580505369
0.7016400000762939,0.84125724729537965,0.72270000000000001,0.80135385055541997
0.71031999996185302,0.82464511795043949,0.72719999999999996,0.78119315872192385
0.71648000003814694,0.80270324750900268,0.72670000000000001,0.78188717136383057
0.72602000001907352,0.77604388624191289,0.73380000000000001,0.76462541522979732
0.72958000005722046,0.76588564283370975,0.73770000000000002,0.75668356590270991
0.73541999999999996,0.74841702754974371,0.73309999999999997,0.77181162929534908
0.74300000007629396,0.72881122703552248,0.74370000000000003,0.75018578577041628
0.74658000011444092,0.71776831405639652,0.74670000000000003,0.73413145322799678
0.74597999992370601,0.71350702116012577,0.74570000000000003,0.73372412004470822
0.75518000005722041,0.69115476499557493,0.755,0.71364247951507565
0.75794000001907347,0.68229457015991213,0.755,0.71828750066757208
0.76142000009536748,0.67688696790695191,0.75580000000000003,0.71234511108398435
0.76440000003814701,0.66454568914413448,0.75029999999999997,0.71503983745574951
0.76978000005722047,0.65190046165466309,0.75549999999999995,0.70520242385864262
0.769579999961853,0.64306082872390746,0.75660000000000005,0.70269917478561406
0.77444000003814695,0.63785737255096431,0.75109999999999999,0.72350045719146727
0.7770400000572204,0.62915936042785647,0.75429999999999997,0.72035250921249394
0.77641999998092648,0.62865319475173953,0.76000000000000001,0.69273793311119081
0.78078000000000003,0.6133963807487488,0.76180000000000003,0.68794316596984861
0.78400000005722048,0.6044992761421204,0.76060000000000005,0.69288424720764163
