acc,loss,val_acc,val_loss
0.34284000003814696,1.8347694275283815,0.4657,1.4908337139129639
0.47212000000953674,1.4706206109237672,0.53420000000000001,1.3159353469848634
0.52392000000000005,1.3374941497039794,0.56669999999999998,1.2247989582061767
0.54969999996185304,1.2635287213516235,0.58530000000000004,1.1729379432678222
0.57284000001907354,1.2015492628860474,0.59830000000000005,1.1469661464691163
0.59047999994277955,1.1570246865844727,0.60999999999999999,1.1069305414199828
0.60399999998092646,1.1155585068511964,0.61960000000000004,1.0816348865509033
0.61865999998092647,1.0759359334182739,0.62319999999999998,1.0716490051269532
0.63307999999999998,1.0386216180801391,0.64119999999999999,1.0373914167404175
0.64332,1.0121519022750856,0.65010000000000001,1.0062163471221923
0.65239999999999998,0.98096478786468511,0.64929999999999999,1.0120734457015992
0.66256000000000004,0.95459089874267578,0.65549999999999997,0.98566656274795528
0.67508000001907353,0.92553480690002443,0.66269999999999996,0.97008661479949954
0.68076000000000003,0.90408770778656011,0.66859999999999997,0.96549443893432618
0.69168000001907348,0.87954138872146603,0.67259999999999998,0.95380401191711428
0.69740000003814695,0.85821245498657228,0.67310000000000003,0.93795179042816157
0.70387999996185302,0.83928419353485106,0.67779999999999996,0.93326927299499507
0.71348000009536738,0.81682753263473507,0.67879999999999996,0.92398504943847659
0.71781999996185297,0.80238502704620362,0.67589999999999995,0.92644324073791506
0.72316000005722048,0.78875614278793338,0.68469999999999998,0.90958117809295658
0.73205999998092652,0.76614257740020753,0.68400000000000005,0.91354664840698241
0.73354000009536746,0.75418766593933106,0.6915,0.90114369277954098
0.74140000003814699,0.73816171592712398,0.69010000000000005,0.89423959197998049
0.74605999992370609,0.7265484856986999,0.69269999999999998,0.89282493638992311
0.75223999996185298,0.70774779018402101,0.69359999999999999,0.88464346580505371
0.75650000001907347,0.69292016513824461,0.69820000000000004,0.88494635648727416
0.76034000007629399,0.68225651704788204,0.69950000000000001,0.87857525796890257
0.76450000001907348,0.67371557125091552,0.69769999999999999,0.87886024436950683
0.76852000015258792,0.66085449787139894,0.70130000000000003,0.87763169345855718
0.77000000001907354,0.65072307872772217,0.70499999999999996,0.8656390998840332
0.77442000013351442,0.64156332439422603,0.70020000000000004,0.87081460876464845
0.77977999996185299,0.62937368015289308,0.70009999999999994,0.87238765640258786
